Model,VIN,Level,Brand,Series,LaunchYr,LaunchMo,MSRP,Mileage,Accident,PurchasedDate,Insurance,Renovation,Cost,SalesPrice
旗云 旗云 1.6 手动 F 基本版,LVVDA11A86D198863,CQC0416M0054,奇瑞,旗云,2006,1,55600,38069,No,2015/2/9,3980,920,5830,7500
CX20 CX20 1.3 手动 运动版,LS5A3ABR2AA504023,CCA0613M0005,长安,CX20,2010,11,54900,48260,No,2015/5/31,3980,2600,25300,31000
熊猫 熊猫 1.3 自动 乐动版,LB37122Z39H025529,CGY0313A0003,全球鹰,熊猫,2009,3,54800,42599,No,2015/7/3,,3340,13760,19000
奥拓 奥拓 1.0 手动 炫酷版 节能补贴,LS5A3ABD8BB164456,CLM0110M0010,铃木,奥拓,2011,8,53900,33858,No,2015/2/9,11042,540,30060,34000
奥拓 奥拓 1.0 手动 炫酷版 节能补贴,LS5A3ABD6BB013129,CLM0110M0010,铃木,奥拓,2011,8,53900,44823,No,2015/2/15,,1320,26580,31000
丘比特 丘比特 1.3 手动 实用版,LH16C2MFXAH012123,CHM0813M0008,海马,丘比特,2009,12,53900,63568,No,2015/2/26,,320,28030,31500
奥拓 奥拓 1.0 手动 炫酷版,LS5A3ABD8AB163094,CLM0110M0004,铃木,奥拓,2010,7,53900,26301,No,2015/2/26,2545,850,26150,30000
奥拓 奥拓 1.0 手动 炫酷版,LS5A3ABD8AB163094,CLM0110M0004,铃木,奥拓,2010,7,53900,26377,No,2015/2/27,530,850,26150,30000
奥拓 奥拓 1.0 手动 炫酷版 节能补贴,LS5A3ABD2BB042238,CLM0110M0010,铃木,奥拓,2011,8,53900,49560,No,2015/3/5,950,480,27420,31000
奥拓 奥拓 1.0 手动 炫酷版 节能补贴,LS5A3ABD8BB161377,CLM0110M0010,铃木,奥拓,2011,8,53900,22193,No,2015/3/30,3920,160,30890,34500
奥拓 奥拓 1.0 手动 炫酷版,LS5A3ABD6AB151848,CLM0110M0004,铃木,奥拓,2010,7,53900,18224,No,2015/5/10,650,1020,25080,29000
奥拓 奥拓 1.0 手动 炫酷版,LS5A3ABD6AB151848,CLM0110M0004,铃木,奥拓,2010,7,53900,18506,No,2015/5/26,650,720,22680,26000
丘比特 丘比特 1.3 手动 实用版,LH16C2MF29H002696,CHM0813M0001,海马,丘比特,2009,12,53900,82081,No,2015/5/28,1900,1130,18670,22000
奥拓 奥拓 1.0 手动 炫酷版 节能补贴,LS5A3ABD6BB013244,CLM0110M0010,铃木,奥拓,2011,8,53900,218978,No,2015/5/31,,2720,19780,25000
A1 A1 1.3 手动 舒适版,LVVDB12B38D135984,CQC0813M0008,奇瑞,A1,2007,4,53800,60405,No,2015/2/11,5025,980,14590,17300
A1 A1 1.3 手动 舒适版,LVVDB12B68D177792,CQC0813M0008,奇瑞,A1,2007,4,53800,81865,No,2015/6/6,3220,4380,9120,15000
北斗星 北斗星e+ 1.4 手动 豪华版,LVFAB2AD4BG021585,CCS0114M0080,铃木,北斗星,2011,1,53800,42000,No,2015/6/20,,2440,21860,27000
金鹰 金鹰 1.5 手动 标准型,LB37422S88L032630,CYL0215M0001,英伦,金鹰,2008,7,53800,71868,No,2015/7/4,121100,2300,4900,8000
海域 海域-三厢 1.5 手动 舒适版,LJU7724SX8S034981,CHP0615M0025,华普,海域,2008,1,52900,40434,No,2015/5/2,,1610,12790,16000
E3 E3 1.5 手动 趣尚型,LVVDC11B6ED094728,CQC1415M0009,奇瑞,E3,2013,9,52900,33661,No,2015/7/1,,2320,26480,32000
E3 E3 1.5 手动 趣尚型,LVVDC11B6ED094728,CQC1415M0009,奇瑞,E3,2013,9,52900,33662,No,2015/7/1,1800,2320,26480,32000
同悦 同悦 1.3 手动 舒适型,LJ12FKR1894211446,CJC0413M0018,江淮,同悦,2009,7,52800,27932,No,2015/4/11,8512,780,19920,23000
乐驰 乐驰 1.0 手动 标准型,LZWADAGA8A8022227,CWB0110M0035,雪佛兰,乐驰,2007,4,52800,78818,No,2015/4/11,,710,21340,24500
荣光 荣光 1.2 手动 标准型,LZWACAGAXC7102379,CWL0812M0104,五菱,荣光,2012,7,52500,61490,No,2015/5/3,,840,26160,30000
夏利 夏利N5 1.3 手动 豪华型带气囊,LFPX2ACB5A5B89702,CTX0113M0086,夏利,夏利,2009,11,51900,31268,No,2015/4/12,,710,19090,22000
夏利 夏利N5 1.3 手动 豪华型带气囊,LFPX2ACB4A5B95054,CTX0113M0086,夏利,夏利,2009,11,51900,39228,No,2015/5/14,,540,20160,23000
风云2 风云2-两厢 1.5 手动 实力版 惠民补贴,LVVDB11B8AD498000,CQC1015M0023,奇瑞,风云2,2010,3,51800,33216,No,2015/2/27,2740,40,26060,29000
旗云 旗云 1.3 手动 标准版,LVVDA12A26D225523,CQC0413M0004,奇瑞,旗云,2006,9,51500,51647,No,2015/2/9,745,1190,6010,8000
F0 F0 1.0 手动 尚酷爱国版 尚酷型,LGXC14AA1A1124317,CBY0310M0045,比亚迪,F0,2010,5,50900,62000,No,2015/6/11,,980,14320,17000
奥拓 奥拓 1.0 手动 豪华版,LS5A3ABD8BB161394,CLM0110M0009,铃木,奥拓,2009,9,49900,50755,No,2015/6/28,62113,2690,21160,26500
奥拓 奥拓 1.0 手动 豪华版,LS5A3ABD1AB132530,CLM0110M0006,铃木,奥拓,2009,9,49900,27800,No,2015/6/30,1620,1720,23480,28000
北斗星 北斗星 1.4 手动 全能版 标准版VVT,LVFAB2AD1CG023943,CCS0114M0122,铃木,北斗星,2012,1,49800,46799,No,2015/2/15,,420,28380,32000
自由舰 自由舰 1.5 手动 基本型,L6T7524S59N081117,CGY0115M0019,全球鹰,自由舰,2009,1,49800,74776,No,2015/4/13,,320,11830,13500
旗云 旗云 1.3 手动 基本版,LVVDA12A17D050974,CQC0413M0013,奇瑞,旗云,2006,12,49800,115906,No,2015/5/1,500,880,6320,8000
A1 A1 1.3 手动 舒适版,LVVDB12B99D400487,CQC0813M0010,奇瑞,A1,2009,7,49800,67261,No,2015/5/14,,1110,14190,17000
乐驰 乐驰 1.2 手动 时尚型,LZWADAGA6A8055355,CWB0112M0037,雪佛兰,乐驰,2008,12,49800,46662,No,2015/5/30,1080,620,22780,26000
乐驰 乐驰 1.2 手动 时尚型,LZWADAGA298066431,CWB0112M0012,雪佛兰,乐驰,2008,12,49800,9584,No,2015/6/25,,2400,15150,19500
鸿途 鸿途 1.1 手动 基本型 8座,LZWACAGAX98289528,CWL0611M0013,五菱,鸿途,2009,1,49500,54828,No,2015/5/25,,1060,10640,13000
熊猫 熊猫 1.3 手动 乐动版,LB37122SX9H016314,CGY0313M0007,全球鹰,熊猫,2008,11,48800,43110,No,2015/4/3,,1090,16460,19500
北斗星 北斗星 1.4 手动 全能版 标准版,LVFAB2AD7CG034509,CCS0114M0120,铃木,北斗星,2012,1,48800,29216,No,2015/4/7,,460,26540,30000
M1 M1 1.3 手动 舒适型,LVVDB12B69D140372,CQR0113M0002,瑞麒,M1,2009,4,48800,38055,No,2015/5/31,783,1080,16920,20000
乐驰 乐驰 0.8 手动 时尚型,LZWADAGA164092196,CWB0108M0005,雪佛兰,乐驰,2006,9,47800,48869,No,2015/3/8,2172.76,680,8320,10000
宏光 宏光 1.4 手动 6431M 实用型 7座,LZWADAGAXA8030670,CWL0914M0022,五菱,宏光,2010,10,47800,76688,No,2015/3/24,,1200,22470,26300
宏光 宏光 1.4 手动 6431M 实用型 7座,LZWADAGA8A8067359,CWL0914M0022,五菱,宏光,2010,10,47800,56996,No,2015/4/28,,1040,22810,26500
宏光 宏光 1.4 手动 6431M 实用型 7座,LZWADAGA2A8074727,CWL0914M0022,五菱,宏光,2010,10,47800,31037,No,2015/5/4,1220,410,23890,27000
宏光 宏光 1.4 手动 6431M 实用型 7座,LZWADAGA3A8063946,CWL0914M0022,五菱,宏光,2010,10,47800,42621,No,2015/5/22,700,990,20160,23500
北斗星 北斗星 1.4 手动 限量版,LVFAB2AD37G005238,CCS0114M0017,铃木,北斗星,2007,9,47000,54798,No,2015/1/31,180,8000,8650,18500
荣光 荣光 1.2 手动 基本型,LZWACAGA9C1052111,CWL0812M0103,五菱,荣光,2012,7,47000,104307,No,2015/4/7,,1040,16060,19000
威志 威志V2 1.3 手动 舒适型政府采购版,LFP72APAXA5C62743,CTF0313M0027,一汽,威志,2010,9,46900,26083,No,2015/2/27,950,320,24880,28000
F0 F0 1.0 手自一体 悦酷型,LC0C24DA9E0022173,CBY0310A0004,比亚迪,F0,2013,9,46900,15514,No,2015/5/8,,620,25030,28500
F0 F0 1.0 手动 尊贵型,LGXC14AA681018309,CBY0310M0008,比亚迪,F0,2008,9,46900,64431,No,2015/6/12,14429,1230,12720,15500
M1 M1 1.0 手动 舒适型,LVVDB12A3AD273702,CQR0110M0007,瑞麒,M1,2009,8,46800,52392,No,2015/4/14,4030,1100,17800,21000
乐驰 乐驰 0.8 手动 时尚型,LZWADAGA4A8034553,CWB0108M0036,雪佛兰,乐驰,2008,12,46800,69950,No,2015/5/28,3900,780,19020,22000
M1 M1 1.0 手动 舒适型,LVVDB12A6AD055432,CQR0110M0007,瑞麒,M1,2009,8,46800,48700,No,2015/6/30,650,1180,14120,17000
夏利 夏利N5 1.3 手动 标准型,LFPX2ACA5B5E22616,CTX0113M0096,夏利,夏利,2011,1,45900,39321,No,2015/2/8,,200,17800,20000
北斗星 北斗星 1.4 手动 ES 实用版 节能补贴,LVFAB2AD69G061578,CCS0114M0053,铃木,北斗星,2009,1,45900,53558,No,2015/5/8,,800,19450,22500
F0 F0 1.0 手动 尚酷爱国版 悦酷型,LGXC14AA0A1114555,CBY0310M0044,比亚迪,F0,2010,5,45900,54076,No,2015/6/20,,2670,10830,15000
羚羊 羚羊 1.3 手动 标准版,LS5H2CBR8BB021340,CLM0213M0076,铃木,羚羊,2010,10,45800,89022,No,2015/3/2,1210,1278,17622,21000
V系列 V27 1.3 手动 标准型5-8座,LGK032K75B9L48364,CDK0313M0041,东风小康,V系列,2010,7,45800,44200,No,2015/3/24,,1710,15210,18800
羚羊 羚羊 1.3 手动 标准版,LS5H2CBRX8B007626,CLM0213M0052,铃木,羚羊,2007,7,45800,54574,No,2015/5/19,210,460,13940,16000
乐驰 乐驰 1.2 手动 舒适型,LZWADAGA694062390,CWB0112M0015,雪佛兰,乐驰,2008,12,45800,47530,No,2015/5/23,,740,17260,20000
乐驰 乐驰 1.2 手动 活力型,LZWADAGA094035220,CWB0112M0021,雪佛兰,乐驰,2008,12,45800,45066,No,2015/5/27,800,820,20330,23500
乐驰 乐驰 0.8 手动,LZWMAG1K254029925,CWB0108M0003,雪佛兰,乐驰,2003,12,45800,104620,No,2015/6/14,4125,1660,5540,8000
乐驰 乐驰 0.8 手动,LZWMAG1K254029925,CWB0108M0003,雪佛兰,乐驰,2003,12,45800,104634,No,2015/6/14,4125,1660,5540,8000
乐驰 乐驰 1.2 手动 活力型,LZWADAGA094035220,CWB0112M0021,雪佛兰,乐驰,2008,12,45800,45440,No,2015/6/16,800,820,19610,22700
北斗星 北斗星 1.4 手动 STD 标准版,LVFAB2AD28G026731,CCS0114M0029,铃木,北斗星,2008,3,45500,74549,No,2015/3/21,1430,1180,17720,21000
北斗星 北斗星 1.4 手动 STD 标准版,LVFAB2AD48G057883,CCS0114M0029,铃木,北斗星,2008,3,45500,62156,No,2015/6/21,1424,680,17320,20000
路宝 路宝节油π 1.3 手动 舒适型,LKHBG20N99AW08229,CHF0613M0022,哈飞,路宝,2009,1,45400,46852,No,2015/2/15,600,520,10280,12000
路宝 路宝节油π 1.3 手动 豪华型,LKHBG20N79AW06463,CHF0613M0018,哈飞,路宝,2008,1,45400,52527,No,2015/6/22,837,620,5680,7000
奥拓 奥拓 1.0 手动 舒适版,LS5A3ABD9AB025547,CLM0110M0005,铃木,奥拓,2009,9,44900,75761,No,2015/6/7,1262,1310,20290,24000
奥拓 奥拓 1.0 手动 舒适版,LS5A3ABD79B128090,CLM0110M0002,铃木,奥拓,2009,9,44900,56945,No,2015/7/1,,1030,19220,22500
乐驰 乐驰 1.0 手动 舒适型,LZWADAGA984034422,CWB0110M0016,雪佛兰,乐驰,2008,2,44800,71514,No,2015/5/15,900,2220,10380,14000
福仕达 福仕达 1.0 手动 豪华版,LJPSBA1199B001280,CZM0210M0003,海马,福仕达,2009,3,44800,55958,No,2015/7/4,,520,6680,8000
荣光 荣光S 1.2 手动 基本型7-8座,LZWACAGA7E1047203,CWL0812M0150,五菱,荣光,2013,11,44600,21003,No,2015/5/1,,440,20260,23000
荣光 荣光S 1.2 手动 基本型7-8座,LZWACAGA6E1006724,CWL0812M0150,五菱,荣光,2013,11,44600,18302,No,2015/5/2,,100,23300,26000
奔奔 奔奔MINI 1.0 手动 导航版,LS5A3ABD5CB059987,CCA0210M0048,长安,奔奔,2011,12,43900,27624,No,2015/5/4,,1040,26410,30500
北斗星 北斗星 1.4 手动 EC 经济版,LVFAB2AD09G004292,CCS0114M0039,铃木,北斗星,2008,3,43900,126386,No,2015/6/1,13158,3070,13580,18500
夏利 夏利N5 1.0 手动 标准型,LFPX1ACAXD5E04974,CTX0110M0241,夏利,夏利,2011,1,43900,19983,No,2015/6/13,,320,23980,27000
悦悦 悦悦 1.0 手动 豪华型,LJ12EKP12C4605649,CJC0610M0008,江淮,悦悦,2012,2,43800,19681,No,2015/3/1,,520,20180,23000
自由舰 自由舰 1.3 手动 经典版 基本型,L6T7524S49N043118,CGY0113M0043,全球鹰,自由舰,2009,1,43800,51317,No,2015/4/12,,1520,10180,13000
熊猫 熊猫 1.0 手动 舒适型,LB37102SXAH016631,CGY0310M0008,全球鹰,熊猫,2010,6,43800,70010,No,2015/6/11,3270,1040,16960,20000
乐驰 乐驰 1.0 手动 P-TEC 活力型,LZWADAGA3A8063946,CWB0110M0032,雪佛兰,乐驰,2010,4,43300,43676,No,2015/6/30,2070,990,18360,21500
五菱之光 五菱之光 1.2 手动 6390B 标准型I型,LZWACAGA0A1044721,CWL0212M0018,五菱,五菱之光,2010,1,43000,62991,No,2015/1/31,,200,15100,17000
五菱之光 五菱之光 1.2 手动 6390B 标准型I型,LZWACAGA5A6051781,CWL0212M0018,五菱,五菱之光,2010,1,43000,61000,No,2015/3/27,,830,14470,17000
五菱之光 五菱之光 1.2 手动 6390B 标准型I型,LZWACAGA297025791,CWL0212M0015,五菱,五菱之光,2009,1,43000,145748,No,2015/5/4,,460,13040,15000
五菱之光 五菱之光 1.2 手动 6390B 实用型,LZWACAGA0A4267162,CWL0212M0017,五菱,五菱之光,2010,1,43000,74016,No,2015/5/12,,880,15320,18000
旗云 旗云1 1.0 手动 舒适版,LVVDC12A5CD086414,CQC0410M0019,奇瑞,旗云,2012,2,42900,18233,No,2015/3/9,,780,18120,21000
旗云 旗云1 1.0 手动 舒适版,LVVDC12A7CD109532,CQC0410M0019,奇瑞,旗云,2012,2,42900,77272,No,2015/4/28,2920,1700,17200,21000
风光 风光330 1.2 手动 实用型7-8座,LVZA42F91EC560906,CDK0512M0002,东风小康,风光,2014,9,42900,10300,No,2015/6/17,,400,27500,31000
夏利 夏利N3+-两厢 1.4 手动 助力版,LFPX3APA375B53563,CTX0114M0018,夏利,夏利,2007,10,42800,95000,No,2015/3/1,760,1210,7340,9500
乐驰 乐驰 1.2 手动 标准型,LZWADAGA694007051,CWB0112M0018,雪佛兰,乐驰,2008,12,42800,63804,No,2015/3/4,400,360,19440,22000
QQ QQ6 1.1 手动 舒适版,LVVDC12A89D342554,CQC0211M0107,奇瑞,QQ,2007,1,42800,47378,No,2015/4/25,,1080,9720,12000
乐驰 乐驰 1.2 手动 优越型,LZWADAGA5A8018457,CWB0112M0034,雪佛兰,乐驰,2008,12,42800,72467,No,2015/6/28,,1290,15360,18500
奔奔 奔奔LOVE 1.3 手动 标准版,LS5A3BBR8AA502072,CCA0213M0088,长安,奔奔,2010,1,41900,51734,No,2015/5/11,3810,720,12780,15000
乐驰 乐驰 1.0 手动 标准型,LZWADAGA794064079,CWB0110M0028,雪佛兰,乐驰,2008,12,41800,44888,No,2015/3/11,2100,980,17920,21000
羚羊 羚羊 1.3 手动 基本版,LS5H2CBR2BB106030,CLM0213M0079,铃木,羚羊,2011,12,41800,90668,No,2015/3/15,,432,15768,18000
优雅 优雅 1.2 手动 新实力型,LVTDB12A6AB005988,CQK0212M0019,开瑞,优雅,2007,1,41800,79789,No,2015/5/14,,1470,6180,8500
乐驰 乐驰 1.0 手动 标准型,LZWADAGA394042162,CWB0110M0028,雪佛兰,乐驰,2008,12,41800,100000,No,2015/6/6,,788,15862,18500
QQ QQ3 1.0 手动 领航版,LVVDB12A4BD039912,CQC0210M0009,奇瑞,QQ,2010,10,41800,18700,No,2015/6/8,,1370,12400,15300
五菱之光 五菱之光 1.1 手动 标准型 7座,LZWACAGA971131543,CWL0211M0027,五菱,五菱之光,2007,1,41300,189560,No,2015/4/5,16998,1520,2980,5000
F0 F0 1.0 手动 时尚爱国版 舒适型,LGXC14AA391112181,CBY0310M0037,比亚迪,F0,2009,3,40900,25554,No,2015/2/26,2330,940,12110,14500
F0 F0 1.0 手动 悦酷型,LGXC14AAXC1101119,CBY0310M0074,比亚迪,F0,2012,5,40900,36221,No,2015/5/7,4435,820,18530,21500
奥拓 奥拓 1.0 手动 实用版,LS5A3CBD2DB033229,CLM0110M0029,铃木,奥拓,2013,3,40900,11407,No,2015/6/8,,720,27180,31000
F0 F0 1.0 手动 悦酷型,LGXC14AA9C1079596,CBY0310M0074,比亚迪,F0,2012,5,40900,34106,No,2015/6/14,,1010,18790,22000
奥拓 奥拓 1.0 手动 实用版,LS5A3CBD1DB033500,CLM0110M0029,铃木,奥拓,2013,3,40900,28477,No,2015/7/2,6215,960,26040,30000
奥拓 奥拓 1.0 手动 实用版,LS5A3CBD6DB045755,CLM0110M0029,铃木,奥拓,2013,3,40900,12911,No,2015/7/6,,320,25780,29000
五菱之光 五菱之光 1.0 手动 7座,LZWACAGA092071729,CWL0210M0028,五菱,五菱之光,2008,1,40800,68834,No,2015/5/31,5500,3160,10340,15000
五菱之光 五菱之光 1.1 手动 标准型 8座,LZWACAGA594140029,CWL0211M0063,五菱,五菱之光,2008,1,40800,108200,No,2015/6/7,2100,1050,9750,12000
五菱之光 五菱之光 1.1 手动 基本型 5座,LZWACAGA691104089,CWL0211M0064,五菱,五菱之光,2009,1,40100,31978,No,2015/3/9,,990,11610,14000
五菱之光 五菱之光 1.1 手动 基本型 5座,LZWACAGA891090177,CWL0211M0064,五菱,五菱之光,2009,1,40100,12474,No,2015/5/1,,1520,10630,13500
五菱之光 五菱之光 1.1 手动 6390A 标准型I型,LZWACAGA4B1015806,CWL0211M0094,五菱,五菱之光,2010,1,40000,40000,No,2015/4/19,,1040,15970,18900
五菱之光 五菱之光 1.1 手动 6390A 实用型,LZWACAGA2A2091095,CWL0211M0070,五菱,五菱之光,2010,1,40000,46757,No,2015/5/13,,1550,12850,16000
五菱之光 五菱之光 1.1 手动 6390A 实用型,LZWACAGA5A1104668,CWL0211M0070,五菱,五菱之光,2010,1,40000,55075,No,2015/5/14,,580,14720,17000
奔奔 奔奔 1.0 手动 情定E生版,LS5A3BBD99A521424,CCA0210M0016,长安,奔奔,2009,5,39900,25911,No,2015/4/3,,380,14200,16200
QQ QQ 1.0 手动 快乐版,LVVDB12A3DB018631,CQC0210M0033,奇瑞,QQ,2013,3,39900,26194,No,2015/4/25,,540,22860,26000
奥拓 奥拓 1.0 手动 实用版,LS5A3CBD9CB136498,CLM0110M0014,铃木,奥拓,2012,7,39900,46331,No,2015/6/4,2329,440,23410,26500
乐驰 乐驰 1.0 手动 P-TEC 优越型,LZWADAGA6C8011293,CWB0110M0044,宝骏,乐驰,2012,8,39800,29123,No,2015/2/25,19372,200,25900,29000
长安之星 长安之星 1.0 手动 带空调,LS4BDB3DXAF079913,CCT0110M0069,长安商用,长安之星,2010,1,39800,60855,No,2015/3/22,,1110,9690,12000
乐驰 乐驰 0.8 手动 基本型,LZWADAGA074010539,CWB0108M0013,雪佛兰,乐驰,2007,4,39800,78352,No,2015/4/12,,870,11730,14000
长安之星 长安之星 1.0 手动 带空调,LS4BDB3D1AF121062,CCT0110M0069,长安商用,长安之星,2010,1,39800,35000,No,2015/5/1,,260,12340,14000
长安之星 长安之星 1.0 手动 带空调,LS4BDB3D9AF060754,CCT0110M0069,长安商用,长安之星,2010,1,39800,58366,No,2015/5/17,,820,12230,14500
长安之星 长安之星 1.0 手动,LS4BDB3D4CF128929,CCT0110M0107,长安商用,长安之星,2008,1,39800,37452,No,2015/5/30,10350,970,17930,21000
长安之星 长安之星 1.0 手动,LS4BDB3D5BF085801,CCT0110M0088,长安商用,长安之星,2008,1,39800,14669,No,2015/5/31,,790,14060,16500
奥拓 奥拓 0.8 手动 快乐王子,LS5G3AAF05B031174,CLM0108M0043,铃木,奥拓,2002,1,39800,60980,No,2015/6/15,,1410,3990,6000
长安之星 长安之星 1.0 手动 带空调,LS4BDB3D7AF065418,CCT0110M0069,长安商用,长安之星,2010,1,39800,43197,No,2015/6/22,,1380,8070,10500
乐驰 乐驰 0.8 手动 标准型,LZWADAGA784009468,CWB0108M0017,雪佛兰,乐驰,2008,12,39800,7281,No,2015/6/24,3820,1550,8350,11000
M1 M1 1.0 手动 基本型,LVVDB12A3AD273702,CQR0110M0006,瑞麒,M1,2009,8,38800,52534,No,2015/4/18,4030,1100,17800,21000
M1 M1 1.0 手动 基本型,LVVDB12A2AD331914,CQR0110M0010,瑞麒,M1,2010,1,38800,43005,No,2015/5/1,425,340,16310,18500
五菱之光 五菱之光 1.0 手动 6376N 基本型,LZWACAGA8A1027097,CWL0210M0032,五菱,五菱之光,2010,1,38800,147646,No,2015/5/31,,3240,9360,14000
优派 优派 1.0 手动 舒适型,LVTDH12A8BB051953,CQK0410M0008,开瑞,优派,2009,3,38800,56471,No,2015/6/8,,2040,8760,12000
M1 M1 1.0 手动 基本型,LVVDB12AXBD397614,CQR0110M0011,瑞麒,M1,2011,1,38800,22537,No,2015/6/18,3297,840,15810,18500
五菱之光 五菱之光 1.0 手动 6376N 基本型,LZWACAGAXC1057835,CWL0210M0069,五菱,五菱之光,2010,1,38800,27150,No,2015/7/1,,1970,13330,17000
M1 M1 1.0 手动 基本型,LVVDB12A3BD224212,CQR0110M0011,瑞麒,M1,2011,1,38800,46755,No,2015/7/3,10000,870,14430,17000
QQ QQ3 1.0 手动 运动版启航型,LVVDB12A4CD107451,CQC0210M0025,奇瑞,QQ,2012,1,37900,50429,No,2015/4/17,,260,17740,20000
QQ QQ3 0.8 手动 舒适版,LVVDB12A57D022771,CQC0208M0050,奇瑞,QQ,2007,9,37800,54908,No,2015/2/7,750,1010,4840,6500
夏利 夏利 骏雅 1.1 手动,LFPX2APA785B08811,CTX0111M0027,夏利,夏利,2004,1,37800,62051,No,2015/2/9,,580,7520,9000
QQ QQ3 1.1 手动 标准版,LVVDB12A56D256309,CQC0211M0031,奇瑞,QQ,2006,6,37800,61857,No,2015/5/19,2874,1330,4520,6500
五菱之光 五菱之光 1.0 手动 6400N-基本型 加长版,LZWACAGA8A7022530,CWL0210M0031,五菱,五菱之光,2010,1,37800,83737,No,2015/6/8,1409,1110,18690,22000
熊猫 熊猫 1.0 手动 标准型,LB37102S9BH019070,CGY0310M0021,全球鹰,熊猫,2010,6,37800,62862,No,2015/6/18,,1550,14200,17500
夏利 夏利N3+-两厢 1.0 手动 节能补贴,LFPX1APAXB5A07028,CTX0110M0209,夏利,夏利,2011,1,37300,33954,No,2015/5/1,700,1020,12480,15000
豪情 豪情 1.0 手动 舒适型,LB37412S37H004570,CGE0110M0112,吉利,豪情,2006,1,37000,62150,No,2015/5/30,530,1510,2090,4000
QQ QQ3 1.0 手动 启航版,LVVDB12A9AD139339,CQC0210M0003,奇瑞,QQ,2010,10,37000,36000,No,2015/6/20,,3168,8982,13500
五菱之光 五菱之光 1.0 手动 基本型 7座,LZWACAGA091050241,CWL0210M0025,五菱,五菱之光,2008,1,37000,144775,No,2015/6/29,,2130,7770,11000
奔奔 奔奔MINI 1.0 手动 亲情版,LS5A3BBDXCA504302,CCA0210M0046,长安,奔奔,2011,12,36900,16295,No,2015/3/7,,520,19280,22000
奔奔 奔奔MINI 1.0 手动 亲情版,LS5A3BBD6CA550483,CCA0210M0046,长安,奔奔,2011,12,36900,35785,No,2015/6/23,,2230,14420,18500
奔奔 奔奔MINI 1.0 手动 亲情版,LS5A3BBD1CA517505,CCA0210M0046,长安,奔奔,2011,12,36900,28000,No,2015/6/26,700,2400,14700,19000
奔奔 奔奔MINI 1.0 手动 亲情版,LS5A3BBD2CA514161,CCA0210M0046,长安,奔奔,2011,12,36900,27132,No,2015/7/2,19790,2390,15160,19500
QQ QQ3 0.8 手动 舒适版,LVVDB12A79D082716,CQC0208M0089,奇瑞,QQ,2009,1,36800,67160,No,2015/3/2,,540,9360,11000
福仕达 福仕达 1.0 手动 标准版,LJPSBA1179B008390,CZM0210M0001,海马,福仕达,2009,3,36800,51560,No,2015/5/5,,860,5440,7000
QQ QQ3 0.8 手动 舒适版,LVVDB12A19D039666,CQC0208M0089,奇瑞,QQ,2009,1,36800,40500,No,2015/5/20,400,860,8590,10500
夏利 夏利N3+-两厢 1.0 手动,LFPX1APA8A5A44965,CTX0110M0173,夏利,夏利,2008,3,36800,41006,No,2015/7/3,,3400,5600,10000
夏利 夏利N3+-两厢 1.0 手动,LFPX1APA085B26473,CTX0110M0111,夏利,夏利,2008,3,36800,68123,No,2015/7/3,,1270,5030,7000
AV6 AV6 1.0 手动,LFB0C1434A6F15236,CJQ0310M0014,一汽,AV6,2006,1,36500,81895,No,2015/3/10,,1000,8900,11000
奔奔 奔奔MINI 1.0 手动 舒适版,LS5A3BBD7BA531357,CCA0210M0039,长安,奔奔,2011,5,35900,27402,No,2015/3/31,,420,20280,23000
奔奔 奔奔MINI 1.0 手动 舒适版,LS5A3BBD0AA512700,CCA0210M0023,长安,奔奔,2010,3,35900,47787,No,2015/4/12,500,1090,14030,16800
奔奔 奔奔MINI 1.0 手动 舒适版,LS5A3BBD2BA503014,CCA0210M0030,长安,奔奔,2010,3,35900,67997,No,2015/4/25,,470,15280,17500
奔奔 奔奔MINI 1.0 手动 舒适版,LS5A3BBD7BA531357,CCA0210M0039,长安,奔奔,2011,5,35900,28605,No,2015/4/26,3790,420,19830,22500
QQ QQ3 1.0 手动 时尚版启航型,LVVDB12A7CD072209,CQC0210M0024,奇瑞,QQ,2012,1,35900,18696,No,2015/5/2,1840,680,17320,20000
福瑞达 福瑞达 1.1 手动 鸿运版标准型,LKCAA1AC2AH018556,CCH0511M0046,昌河,福瑞达,2009,9,35800,39261,No,2015/3/2,,592,7508,9000
福瑞达 福瑞达 1.0 手动 鸿运版标准型,LKCAA1AB8AH051875,CCH0510M0007,昌河,福瑞达,2009,9,35800,89158,No,2015/3/21,,460,10340,12000
福瑞达 福瑞达 1.1 手动 鸿运版标准型,LKCAA1AC2AH029329,CCH0511M0046,昌河,福瑞达,2009,9,35800,73022,No,2015/4/4,,800,10000,12000
福瑞达 福瑞达 1.0 手动 鸿运版标准型,LKCAA1AB5CH002863,CCH0510M0017,昌河,福瑞达,2009,9,35800,55859,No,2015/4/12,,1980,13320,17000
福瑞达 福瑞达 1.0 手动 鸿运版标准型,LKCAA1AB3AH046888,CCH0510M0007,昌河,福瑞达,2009,9,35800,36928,No,2015/5/5,,680,11020,13000
五菱之光 五菱之光 1.0 手动 6390Q 实用型,LZWACAGA2B1072392,CWL0210M0061,五菱,五菱之光,2010,1,35000,75693,No,2015/6/5,,1450,13850,17000
五菱之光 五菱之光 1.0 手动 6390Q 实用型,LZWACAGA6A4246722,CWL0210M0029,五菱,五菱之光,2010,1,35000,62701,No,2015/7/2,300,1780,12620,16000
